
========== 로그 시작: Fri Dec  5 12:37:28 2025
시간                온도(°C)  습도(%)  히터   팬
2025-12-05 12:54:24     27.64     70.37      ON    ON
2025-12-05 12:54:25     28.00     70.23     OFF    ON
2025-12-05 12:54:26     27.94     69.20      ON   OFF
2025-12-05 12:54:27     28.03     69.00     OFF   OFF
2025-12-05 12:54:28     27.91     69.53      ON   OFF
2025-12-05 12:54:29     28.07     69.94     OFF   OFF
2025-12-05 12:54:30     28.18     70.63     OFF    ON
2025-12-05 12:54:31     27.91     70.31      ON    ON
2025-12-05 12:54:32     28.17     69.45     OFF   OFF
2025-12-05 12:54:33     28.19     69.27     OFF   OFF
2025-12-05 12:54:34     28.05     69.95     OFF   OFF
2025-12-05 12:54:35     27.84     70.53      ON    ON
2025-12-05 12:54:36     27.99     70.41      ON    ON
2025-12-05 12:54:37     28.48     69.33     OFF   OFF
2025-12-05 12:54:38     28.48     69.01     OFF   OFF
2025-12-05 12:54:39     28.08     69.49     OFF   OFF
2025-12-05 12:54:40     27.78     69.93      ON   OFF
2025-12-05 12:54:41     27.88     70.59      ON    ON
2025-12-05 12:54:42     28.22     70.46     OFF    ON
2025-12-05 12:54:43     28.25     69.32     OFF   OFF
2025-12-05 12:54:44     28.07     69.10     OFF   OFF
2025-12-05 12:54:45     27.85     69.66      ON   OFF
2025-12-05 12:54:46     27.93     70.37      ON    ON
2025-12-05 12:54:47     28.29     70.13     OFF    ON
2025-12-05 12:54:48     28.32     69.09     OFF   OFF
2025-12-05 12:54:49     28.00     68.97     OFF   OFF
2025-12-05 12:54:50     27.80     69.64      ON   OFF
2025-12-05 12:54:51     27.97     70.18      ON    ON
2025-12-05 12:54:52     28.28     69.97     OFF   OFF
2025-12-05 12:54:53     28.25     69.59     OFF   OFF
2025-12-05 12:54:54     28.06     70.12     OFF    ON
2025-12-05 12:54:55     27.66     69.92      ON   OFF
2025-12-05 12:54:56     27.66     69.80      ON   OFF
2025-12-05 12:54:57     27.98     70.40      ON    ON
2025-12-05 12:54:58     28.45     70.28     OFF    ON
2025-12-05 12:54:59     28.49     69.30     OFF   OFF
2025-12-05 12:55:00     28.15     69.17     OFF   OFF
2025-12-05 12:55:01     27.94     69.71      ON   OFF
2025-12-05 12:55:02     27.86     70.33      ON    ON
2025-12-05 12:55:03     28.26     70.14     OFF    ON
2025-12-05 12:55:04     28.16     68.98     OFF   OFF
2025-12-05 12:55:05     27.85     68.78      ON   OFF
2025-12-05 12:55:06     27.78     69.32      ON   OFF
2025-12-05 12:55:07     28.14     69.78     OFF   OFF
2025-12-05 12:55:08     28.10     70.30     OFF    ON
2025-12-05 12:55:09     27.84     70.08      ON    ON
2025-12-05 12:55:10     27.90     69.07      ON   OFF
2025-12-05 12:55:11     28.29     68.88     OFF   OFF
2025-12-05 12:55:12     28.35     69.51     OFF   OFF
2025-12-05 12:55:13     28.03     70.14     OFF    ON
2025-12-05 12:55:14     27.88     69.89      ON   OFF
2025-12-05 12:55:15     27.94     69.67      ON   OFF
2025-12-05 12:55:16     28.22     70.21     OFF    ON
2025-12-05 12:55:17     28.14     70.01     OFF    ON
2025-12-05 12:55:18     27.79     68.99      ON   OFF
2025-12-05 12:55:19     28.17     69.59     OFF   OFF
2025-12-05 12:55:20     27.90     70.20      ON    ON
2025-12-05 12:55:21     28.32     69.37     OFF   OFF
2025-12-05 12:55:22     27.87     70.08      ON    ON
2025-12-05 12:55:23     28.35     69.21     OFF   OFF
2025-12-05 12:55:24     27.87     69.77      ON   OFF
2025-12-05 12:55:25     28.41     70.34     OFF    ON
2025-12-05 12:55:26     28.03     69.28     OFF   OFF
2025-12-05 12:55:27     27.68     69.95      ON   OFF
2025-12-05 12:55:28     28.14     70.53     OFF    ON
2025-12-05 12:55:29     27.77     69.50      ON   OFF
2025-12-05 12:55:30     28.23     70.03     OFF    ON
2025-12-05 12:55:31     27.96     68.97      ON   OFF
2025-12-05 12:55:32     28.24     69.57     OFF   OFF
2025-12-05 12:55:33     27.87     70.11      ON    ON
2025-12-05 12:55:35     28.15     69.15     OFF   OFF
2025-12-05 12:55:36     27.91     69.75      ON   OFF
2025-12-05 12:55:37     28.49     70.20     OFF    ON
2025-12-05 12:55:38     28.16     69.28     OFF   OFF
2025-12-05 12:55:39     27.84     69.75      ON   OFF
2025-12-05 12:55:40     28.25     70.45     OFF    ON
2025-12-05 12:55:41     28.03     69.46     OFF   OFF
2025-12-05 12:55:42     27.87     70.17      ON    ON
2025-12-05 12:55:43     28.16     69.19     OFF   OFF
2025-12-05 12:55:44     27.84     69.89      ON   OFF
2025-12-05 12:55:45     28.17     70.61     OFF    ON
2025-12-05 12:55:46     27.84     69.62      ON   OFF
2025-12-05 12:55:47     28.28     70.24     OFF    ON
2025-12-05 12:55:48     27.87     69.19      ON   OFF
2025-12-05 12:55:49     28.18     69.89     OFF   OFF
2025-12-05 12:55:50     27.85     70.56      ON    ON
2025-12-05 12:55:51     28.29     69.53     OFF   OFF
2025-12-05 12:55:52     27.83     70.11      ON    ON
2025-12-05 12:55:53     28.30     69.19     OFF   OFF
2025-12-05 12:55:54     28.02     69.76     OFF   OFF
2025-12-05 12:55:55     27.70     70.36      ON    ON
2025-12-05 12:55:56     28.01     69.28     OFF   OFF
2025-12-05 12:55:57     27.72     69.85      ON   OFF
2025-12-05 12:55:58     28.32     70.46     OFF    ON
2025-12-05 12:55:59     28.16     69.40     OFF   OFF
2025-12-05 12:56:00     27.72     70.12      ON    ON
2025-12-05 12:56:01     28.08     69.12     OFF   OFF
2025-12-05 12:56:02     27.71     69.91      ON   OFF
2025-12-05 12:56:03     28.09     70.42     OFF    ON
2025-12-05 12:56:04     27.82     69.31      ON   OFF
2025-12-05 12:56:05     28.27     70.00     OFF    ON
2025-12-05 12:56:06     27.82     68.90      ON   OFF
2025-12-05 12:56:07     28.24     69.34     OFF   OFF
2025-12-05 12:56:08     28.08     69.85     OFF   OFF
2025-12-05 12:56:09     27.85     70.25      ON    ON
2025-12-05 12:56:10     28.44     69.37     OFF   OFF
2025-12-05 12:56:11     28.12     69.89     OFF   OFF
2025-12-05 12:56:12     27.81     70.54      ON    ON
2025-12-05 12:56:13     28.11     69.45     OFF   OFF
2025-12-05 12:56:14     27.81     70.14      ON    ON
2025-12-05 12:56:15     28.13     69.00     OFF   OFF
2025-12-05 12:56:16     27.80     69.77      ON   OFF
2025-12-05 12:56:17     28.35     70.38     OFF    ON
2025-12-05 12:56:18     27.92     69.37      ON   OFF
2025-12-05 12:56:19     28.40     69.95     OFF   OFF
2025-12-05 12:56:20     28.06     70.59     OFF    ON
2025-12-05 12:56:21     27.92     69.68      ON   OFF
2025-12-05 12:56:22     28.26     70.36     OFF    ON
2025-12-05 12:56:24     28.09     69.48     OFF   OFF
2025-12-05 12:56:25     27.85     69.26      ON   OFF
2025-12-05 12:56:26     27.84     69.91      ON   OFF
2025-12-05 12:56:27     28.27     70.56     OFF    ON
2025-12-05 12:56:28     28.30     70.50     OFF    ON
2025-12-05 12:56:29     27.93     69.48      ON   OFF
2025-12-05 12:56:30     28.04     69.25     OFF   OFF
2025-12-05 12:56:31     28.10     69.71     OFF   OFF
2025-12-05 12:56:32     27.98     70.34      ON    ON
2025-12-05 12:56:33     28.02     70.22     OFF    ON
2025-12-05 12:56:34     28.15     69.22     OFF   OFF
2025-12-05 12:56:35     27.86     69.02      ON   OFF
2025-12-05 12:56:36     28.05     69.51     OFF   OFF
2025-12-05 12:56:37     27.94     70.02      ON    ON
2025-12-05 12:56:38     28.07     69.91     OFF   OFF
2025-12-05 12:56:39     28.04     69.87     OFF   OFF
2025-12-05 12:56:40     27.70     70.46      ON    ON
2025-12-05 12:56:41     27.78     70.29      ON    ON
2025-12-05 12:56:42     28.38     69.23     OFF   OFF
2025-12-05 12:56:43     28.52     69.18     OFF   OFF
2025-12-05 12:56:44     28.18     69.62     OFF   OFF
2025-12-05 12:56:45     27.80     70.34      ON    ON
2025-12-05 12:56:46     27.84     70.14      ON    ON
2025-12-05 12:56:47     28.16     69.17     OFF   OFF
2025-12-05 12:56:48     28.17     68.98     OFF   OFF
2025-12-05 12:56:49     27.66     69.74      ON   OFF
2025-12-05 12:56:50     27.78     70.34      ON    ON
2025-12-05 12:56:51     28.31     70.20     OFF    ON
2025-12-05 12:56:52     28.39     69.34     OFF   OFF
2025-12-05 12:56:53     28.10     69.02     OFF   OFF
2025-12-05 12:56:54     27.67     69.62      ON   OFF
2025-12-05 12:56:55     27.74     70.22      ON    ON
2025-12-05 12:56:56     28.14     69.94     OFF   OFF
2025-12-05 12:56:57     28.24     69.65     OFF   OFF
2025-12-05 12:56:58     27.83     70.32      ON    ON
2025-12-05 12:56:59     27.97     70.02      ON    ON
2025-12-05 12:57:00     28.40     68.94     OFF   OFF
2025-12-05 12:57:01     28.42     68.78     OFF   OFF
2025-12-05 12:57:02     28.11     69.50     OFF   OFF
2025-12-05 12:57:03     27.68     70.08      ON    ON
2025-12-05 12:57:04     27.63     69.82      ON   OFF
2025-12-05 12:57:05     28.08     69.55     OFF   OFF
2025-12-05 12:57:06     28.09     70.14     OFF    ON
2025-12-05 12:57:07     27.67     69.89      ON   OFF
2025-12-05 12:57:08     27.78     69.71      ON   OFF
2025-12-05 12:57:09     28.02     70.29     OFF    ON
2025-12-05 12:57:10     27.91     70.11      ON    ON
2025-12-05 12:57:11     27.94     69.11      ON   OFF
2025-12-05 12:57:12     28.27     68.83     OFF   OFF
2025-12-05 12:57:13     28.34     69.38     OFF   OFF
2025-12-05 12:57:14     28.16     69.90     OFF   OFF
2025-12-05 12:57:15     27.89     70.59      ON    ON
2025-12-05 12:57:16     27.82     70.41      ON    ON
2025-12-05 12:57:17     28.19     69.32     OFF   OFF
2025-12-05 12:57:18     28.32     69.13     OFF   OFF
2025-12-05 12:57:19     27.99     69.90      ON   OFF
2025-12-05 12:57:20     27.91     70.55      ON    ON
2025-12-05 12:57:21     28.31     70.38     OFF    ON
2025-12-05 12:57:22     28.26     69.58     OFF   OFF
2025-12-05 12:57:23     27.99     69.55      ON   OFF
2025-12-05 12:57:24     27.98     70.21      ON    ON
2025-12-05 12:57:25     28.35     70.03     OFF    ON
2025-12-05 12:57:26     28.38     69.11     OFF   OFF
2025-12-05 12:57:27     28.08     68.85     OFF   OFF
2025-12-05 12:57:28     27.76     69.48      ON   OFF
2025-12-05 12:57:29     27.86     70.03      ON    ON
2025-12-05 12:57:30     28.15     69.71     OFF   OFF
2025-12-05 12:57:31     28.21     69.59     OFF   OFF
2025-12-05 12:57:32     27.82     70.37      ON    ON
2025-12-05 12:57:33     27.85     70.19      ON    ON
2025-12-05 12:57:34     28.13     69.31     OFF   OFF
2025-12-05 12:57:35     27.99     69.21      ON   OFF
2025-12-05 12:57:36     28.14     69.67     OFF   OFF
2025-12-05 12:57:37     28.16     70.38     OFF    ON
2025-12-05 12:57:38     28.03     70.08     OFF    ON
2025-12-05 12:57:39     27.89     69.05      ON   OFF
2025-12-05 12:57:40     28.08     68.72     OFF   OFF
2025-12-05 12:57:41     28.21     69.25     OFF   OFF
2025-12-05 12:57:42     27.71     69.71      ON   OFF
2025-12-05 12:57:43     27.69     70.25      ON    ON
2025-12-05 12:57:44     28.07     70.09     OFF    ON
2025-12-05 12:57:45     28.21     69.21     OFF   OFF
2025-12-05 12:57:46     27.89     68.95      ON   OFF
2025-12-05 12:57:47     27.83     69.64      ON   OFF
2025-12-05 12:57:48     28.19     70.26     OFF    ON
2025-12-05 12:57:49     28.14     70.05     OFF    ON
2025-12-05 12:57:50     27.66     69.16      ON   OFF
2025-12-05 12:57:51     27.77     69.05      ON   OFF
2025-12-05 12:57:52     28.25     69.61     OFF   OFF
2025-12-05 12:57:53     28.32     70.27     OFF    ON
2025-12-05 12:57:54     27.98     69.90      ON   OFF
2025-12-05 12:57:55     27.93     69.57      ON   OFF
2025-12-05 12:57:56     28.19     70.00     OFF    ON
2025-12-05 12:57:57     28.22     69.94     OFF   OFF
2025-12-05 12:57:58     27.94     69.74      ON   OFF
2025-12-05 12:57:59     28.05     70.28     OFF    ON
2025-12-05 12:58:00     27.97     69.97      ON   OFF
2025-12-05 12:58:01     27.94     69.66      ON   OFF
2025-12-05 12:58:02     28.25     70.24     OFF    ON
2025-12-05 12:58:03     28.31     69.96     OFF   OFF
2025-12-05 12:58:04     27.90     69.56      ON   OFF
2025-12-05 12:58:05     28.07     70.07     OFF    ON
2025-12-05 12:58:06     28.20     69.82     OFF   OFF
2025-12-05 12:58:07     27.98     69.52      ON   OFF
2025-12-05 12:58:08     28.01     70.21     OFF    ON
2025-12-05 12:58:09     28.01     70.12     OFF    ON
2025-12-05 12:58:10     27.81     69.18      ON   OFF
2025-12-05 12:58:11     27.81     69.00      ON   OFF
2025-12-05 12:58:12     28.22     69.54     OFF   OFF
2025-12-05 12:58:13     28.08     70.12     OFF    ON
2025-12-05 12:58:14     27.90     70.01      ON    ON
2025-12-05 12:58:15     27.92     69.00      ON   OFF
2025-12-05 12:58:16     28.39     68.91     OFF   OFF
2025-12-05 12:58:17     28.39     69.59     OFF   OFF
2025-12-05 12:58:18     28.18     70.07     OFF    ON
2025-12-05 12:58:19     27.94     70.06      ON    ON
2025-12-05 12:58:20     27.91     69.00      ON   OFF
2025-12-05 12:58:21     28.44     68.70     OFF   OFF
2025-12-05 12:58:22     28.44     69.28     OFF   OFF
2025-12-05 12:58:23     28.25     69.91     OFF   OFF
2025-12-05 12:58:24     27.85     70.44      ON    ON
2025-12-05 12:58:25     27.90     70.24      ON    ON
2025-12-05 12:58:26     28.37     69.17     OFF   OFF
2025-12-05 12:58:27     28.29     68.90     OFF   OFF
2025-12-05 12:58:28     28.03     69.56     OFF   OFF
2025-12-05 12:58:29     27.69     70.25      ON    ON
2025-12-05 12:58:30     27.77     69.95      ON   OFF
2025-12-05 12:58:31     28.07     69.72     OFF   OFF
2025-12-05 12:58:32     28.20     70.37     OFF    ON
2025-12-05 12:58:33     27.70     70.22      ON    ON
2025-12-05 12:58:34     27.72     69.20      ON   OFF
2025-12-05 12:58:35     28.02     69.09     OFF   OFF
2025-12-05 12:58:36     28.16     69.56     OFF   OFF
2025-12-05 12:58:37     27.98     70.19      ON    ON
2025-12-05 12:58:38     28.47     69.09     OFF   OFF
2025-12-05 12:58:39     28.18     69.61     OFF   OFF
2025-12-05 12:58:40     28.04     70.31     OFF    ON
2025-12-05 12:58:41     27.88     69.36      ON   OFF
2025-12-05 12:58:42     28.30     69.87     OFF   OFF
2025-12-05 12:58:43     27.93     70.54      ON    ON
2025-12-05 12:58:44     28.48     69.63     OFF   OFF
2025-12-05 12:58:45     28.23     70.19     OFF    ON
2025-12-05 12:58:46     27.96     69.13      ON   OFF
2025-12-05 12:58:47     28.19     69.71     OFF   OFF
2025-12-05 12:58:48     27.95     70.22      ON    ON
2025-12-05 12:58:49     28.49     69.13     OFF   OFF
2025-12-05 12:58:50     28.17     69.83     OFF   OFF
2025-12-05 12:58:51     27.82     70.43      ON    ON
2025-12-05 12:58:52     28.28     69.28     OFF   OFF
2025-12-05 12:58:53     27.96     69.84      ON   OFF
2025-12-05 12:58:54     28.42     70.61     OFF    ON
2025-12-05 12:58:55     28.20     69.63     OFF   OFF
2025-12-05 12:58:56     28.01     70.17     OFF    ON
2025-12-05 12:58:57     27.74     69.29      ON   OFF
2025-12-05 12:58:58     28.11     69.77     OFF   OFF
2025-12-05 12:58:59     27.85     70.27      ON    ON
2025-12-05 12:59:00     28.19     69.42     OFF   OFF
2025-12-05 12:59:01     27.94     70.05      ON    ON
2025-12-05 12:59:02     28.28     69.02     OFF   OFF
2025-12-05 12:59:03     28.13     69.64     OFF   OFF
2025-12-05 12:59:04     27.96     70.31      ON    ON
2025-12-05 12:59:05     28.32     69.21     OFF   OFF
2025-12-05 12:59:06     27.96     69.83      ON   OFF
2025-12-05 12:59:07     28.24     70.51     OFF    ON
2025-12-05 12:59:08     27.91     69.49      ON   OFF
2025-12-05 12:59:09     28.28     70.29     OFF    ON
2025-12-05 12:59:10     27.87     69.36      ON   OFF
2025-12-05 12:59:11     28.14     69.84     OFF   OFF
2025-12-05 12:59:12     27.77     70.51      ON    ON
2025-12-05 12:59:13     28.34     69.65     OFF   OFF
2025-12-05 12:59:14     28.14     70.18     OFF    ON
2025-12-05 12:59:15     27.81     69.21      ON   OFF
2025-12-05 12:59:16     28.19     69.88     OFF   OFF
2025-12-05 12:59:17     27.91     70.54      ON    ON
2025-12-05 12:59:18     28.23     69.44     OFF   OFF
2025-12-05 12:59:19     27.89     70.06      ON    ON
2025-12-05 12:59:20     28.15     69.02     OFF   OFF
2025-12-05 12:59:21     27.91     69.51      ON   OFF
2025-12-05 12:59:22     28.32     70.20     OFF    ON
2025-12-05 12:59:23     27.90     69.33      ON   OFF
2025-12-05 12:59:24     28.26     69.94     OFF   OFF
2025-12-05 12:59:25     27.98     70.45      ON    ON
2025-12-05 12:59:26     28.38     69.44     OFF   OFF
2025-12-05 12:59:27     28.02     70.02     OFF    ON
2025-12-05 12:59:28     27.83     68.91      ON   OFF
2025-12-05 12:59:29     28.19     69.59     OFF   OFF
2025-12-05 12:59:30     27.83     70.25      ON    ON
2025-12-05 12:59:31     28.19     69.38     OFF   OFF
2025-12-05 12:59:32     27.79     69.96      ON   OFF
2025-12-05 12:59:33     28.27     70.45     OFF    ON
2025-12-05 12:59:34     28.01     69.35     OFF   OFF
2025-12-05 12:59:35     27.56     70.08      ON    ON
2025-12-05 12:59:36     27.76     69.08      ON   OFF
2025-12-05 12:59:37     28.01     69.61     OFF   OFF
2025-12-05 12:59:38     27.68     70.34      ON    ON
2025-12-05 12:59:39     28.09     69.29     OFF   OFF
2025-12-05 12:59:40     27.68     69.89      ON   OFF
2025-12-05 12:59:41     28.15     70.35     OFF    ON
2025-12-05 12:59:42     27.77     69.27      ON   OFF
2025-12-05 12:59:43     28.21     69.93     OFF   OFF
2025-12-05 12:59:44     27.75     70.38      ON    ON
2025-12-05 12:59:45     28.11     69.38     OFF   OFF
2025-12-05 12:59:46     27.90     70.13      ON    ON
2025-12-05 12:59:47     28.17     69.06     OFF   OFF
2025-12-05 12:59:48     27.97     69.64      ON   OFF
2025-12-05 12:59:50     28.39     70.27     OFF    ON
2025-12-05 12:59:51     28.16     69.34     OFF   OFF
2025-12-05 12:59:52     27.78     69.78      ON   OFF
2025-12-05 12:59:53     28.07     70.38     OFF    ON
2025-12-05 12:59:54     27.75     69.36      ON   OFF
2025-12-05 12:59:55     28.04     70.02     OFF    ON
2025-12-05 12:59:56     27.73     69.06      ON   OFF
2025-12-05 12:59:57     28.14     69.56     OFF   OFF
2025-12-05 12:59:58     27.94     70.14      ON    ON
2025-12-05 12:59:59     28.40     69.23     OFF   OFF
2025-12-05 13:00:00     28.18     69.95     OFF   OFF
2025-12-05 13:00:01     27.78     70.59      ON    ON
2025-12-05 13:00:02     28.17     69.67     OFF   OFF
2025-12-05 13:00:03     27.77     70.20      ON    ON
2025-12-05 13:00:04     28.13     69.21     OFF   OFF
2025-12-05 13:00:05     27.72     69.87      ON   OFF
2025-12-05 13:00:06     27.95     70.41      ON    ON
2025-12-05 13:00:07     28.36     69.38     OFF   OFF
2025-12-05 13:00:08     28.12     70.00     OFF    ON
2025-12-05 13:00:09     27.85     69.00      ON   OFF
2025-12-05 13:00:10     28.09     69.67     OFF   OFF
2025-12-05 13:00:11     27.74     70.24      ON    ON
2025-12-05 13:00:12     28.10     69.28     OFF   OFF
2025-12-05 13:00:13     27.88     69.97      ON   OFF
2025-12-05 13:00:14     28.30     70.68     OFF    ON
2025-12-05 13:00:15     28.04     69.77     OFF   OFF
2025-12-05 13:00:16     27.82     70.45      ON    ON
2025-12-05 13:00:17     28.30     69.50     OFF   OFF
2025-12-05 13:00:18     28.07     70.16     OFF    ON
2025-12-05 13:00:19     27.77     69.11      ON   OFF
2025-12-05 13:00:20     28.13     69.83     OFF   OFF
2025-12-05 13:00:21     27.82     70.33      ON    ON
2025-12-05 13:00:22     28.20     69.32     OFF   OFF
2025-12-05 13:00:23     27.92     69.88      ON   OFF
2025-12-05 13:00:24     28.15     70.45     OFF    ON
2025-12-05 13:00:25     27.82     69.44      ON   OFF
2025-12-05 13:00:26     28.26     69.93     OFF   OFF
2025-12-05 13:00:27     27.98     70.54      ON    ON
2025-12-05 13:00:28     28.28     69.61     OFF   OFF
2025-12-05 13:00:29     27.90     70.25      ON    ON
2025-12-05 13:00:30     28.10     69.38     OFF   OFF
2025-12-05 13:00:31     27.69     69.95      ON   OFF
2025-12-05 13:00:32     28.20     70.62     OFF    ON
2025-12-05 13:00:33     27.94     69.43      ON   OFF
2025-12-05 13:00:34     28.25     70.03     OFF    ON
2025-12-05 13:00:35     27.92     69.00      ON   OFF
2025-12-05 13:00:36     28.31     69.58     OFF   OFF
2025-12-05 13:00:37     28.00     70.22      ON    ON
2025-12-05 13:00:38     28.35     69.25     OFF   OFF
2025-12-05 13:00:39     27.97     69.75      ON   OFF
2025-12-05 13:00:40     28.29     70.33     OFF    ON
2025-12-05 13:00:41     28.15     69.52     OFF   OFF
2025-12-05 13:00:42     27.80     70.17      ON    ON
2025-12-05 13:00:43     28.19     69.15     OFF   OFF
2025-12-05 13:00:44     27.81     69.71      ON   OFF
2025-12-05 13:00:45     28.20     70.32     OFF    ON
2025-12-05 13:00:46     27.88     69.36      ON   OFF
2025-12-05 13:00:47     28.18     69.92     OFF   OFF
2025-12-05 13:00:48     27.78     70.56      ON    ON
2025-12-05 13:00:49     28.17     69.51     OFF   OFF
2025-12-05 13:00:50     27.85     70.15      ON    ON
2025-12-05 13:00:51     28.23     69.05     OFF   OFF
2025-12-05 13:00:52     27.77     69.57      ON   OFF
2025-12-05 13:00:53     28.26     70.19     OFF    ON
2025-12-05 13:00:54     27.98     69.03      ON   OFF
2025-12-05 13:00:55     28.37     69.76     OFF   OFF
2025-12-05 13:00:56     27.95     70.43      ON    ON
2025-12-05 13:00:57     28.35     69.46     OFF   OFF
2025-12-05 13:00:58     28.10     70.07     OFF    ON
2025-12-05 13:00:59     27.86     69.03      ON   OFF
2025-12-05 13:01:00     28.34     69.48     OFF   OFF
2025-12-05 13:01:01     28.07     70.14     OFF    ON
2025-12-05 13:01:02     27.86     69.09      ON   OFF
2025-12-05 13:01:03     28.12     69.75     OFF   OFF
2025-12-05 13:01:04     27.72     70.39      ON    ON
2025-12-05 13:01:05     28.16     69.41     OFF   OFF
2025-12-05 13:01:06     28.04     69.93     OFF   OFF
2025-12-05 13:01:07     27.82     70.68      ON    ON
2025-12-05 13:01:08     28.18     69.72     OFF   OFF
2025-12-05 13:01:09     27.76     70.35      ON    ON
2025-12-05 13:01:10     28.13     69.32     OFF   OFF
2025-12-05 13:01:11     27.82     69.77      ON   OFF
2025-12-05 13:01:12     28.27     70.32     OFF    ON
2025-12-05 13:01:13     27.88     69.33      ON   OFF
2025-12-05 13:01:14     28.18     69.92     OFF   OFF
2025-12-05 13:01:15     27.78     70.54      ON    ON
2025-12-05 13:01:16     28.23     69.62     OFF   OFF
2025-12-05 13:01:17     27.98     70.21      ON    ON
2025-12-05 13:01:18     28.29     69.22     OFF   OFF
2025-12-05 13:01:19     27.99     69.66      ON   OFF
2025-12-05 13:01:20     28.36     70.17     OFF    ON
2025-12-05 13:01:21     27.93     69.02      ON   OFF
2025-12-05 13:01:22     28.35     69.69     OFF   OFF
2025-12-05 13:01:23     28.10     70.41     OFF    ON
2025-12-05 13:01:24     27.74     69.52      ON   OFF
2025-12-05 13:01:25     28.21     70.13     OFF    ON
2025-12-05 13:01:26     27.88     69.17      ON   OFF
2025-12-05 13:01:27     28.38     69.73     OFF   OFF
2025-12-05 13:01:28     28.11     70.29     OFF    ON
2025-12-05 13:01:29     27.80     69.37      ON   OFF
2025-12-05 13:01:30     28.10     69.88     OFF   OFF
2025-12-05 13:01:31     27.78     70.47      ON    ON
2025-12-05 13:01:32     28.25     69.44     OFF   OFF
2025-12-05 13:01:33     27.89     70.17      ON    ON
2025-12-05 13:01:34     28.25     69.20     OFF   OFF
2025-12-05 13:01:35     27.91     69.92      ON   OFF
2025-12-05 13:01:36     28.36     70.48     OFF    ON
2025-12-05 13:01:37     28.03     69.44     OFF   OFF
2025-12-05 13:01:38     27.77     69.89      ON   OFF
2025-12-05 13:01:39     28.19     70.49     OFF    ON
2025-12-05 13:01:40     28.03     69.35     OFF   OFF
2025-12-05 13:01:41     27.72     69.89      ON   OFF
2025-12-05 13:01:42     28.30     70.32     OFF    ON
2025-12-05 13:01:43     28.10     69.31     OFF   OFF
2025-12-05 13:01:44     27.93     69.91      ON   OFF
2025-12-05 13:01:45     28.46     70.64     OFF    ON
2025-12-05 13:01:46     28.10     69.80     OFF   OFF
2025-12-05 13:01:47     27.92     70.38      ON    ON
2025-12-05 13:01:48     28.34     69.28     OFF   OFF
2025-12-05 13:01:49     28.05     69.96     OFF   OFF
2025-12-05 13:01:50     27.83     70.54      ON    ON
2025-12-05 13:01:51     28.39     69.50     OFF   OFF
2025-12-05 13:01:52     28.00     70.13      ON    ON
2025-12-05 13:01:53     28.32     69.20     OFF   OFF
2025-12-05 13:01:54     28.01     69.86     OFF   OFF
2025-12-05 13:01:55     27.71     70.44      ON    ON
2025-12-05 13:01:56     28.18     69.28     OFF   OFF
2025-12-05 13:01:57     27.97     69.88      ON   OFF
2025-12-05 13:01:58     28.35     70.35     OFF    ON
2025-12-05 13:01:59     28.05     69.36     OFF   OFF
2025-12-05 13:02:00     27.75     69.98      ON   OFF
2025-12-05 13:02:01     28.22     70.47     OFF    ON
2025-12-05 13:02:02     28.05     69.60     OFF   OFF
2025-12-05 13:02:03     27.81     70.25      ON    ON
2025-12-05 13:02:05     28.31     69.24     OFF   OFF
2025-12-05 13:02:06     28.67     68.19     OFF   OFF
2025-12-05 13:02:07     28.31     68.78     OFF   OFF
2025-12-05 13:02:08     28.15     69.49     OFF   OFF
2025-12-05 13:02:09     27.95     70.12      ON    ON
2025-12-05 13:02:10     27.57     70.65      ON    ON
2025-12-05 13:02:11     27.98     69.47      ON   OFF
2025-12-05 13:02:12     28.44     69.23     OFF   OFF
2025-12-05 13:02:13     28.40     69.87     OFF   OFF
2025-12-05 13:02:14     28.03     70.57     OFF    ON
2025-12-05 13:02:15     27.80     70.29      ON    ON
2025-12-05 13:02:16     27.86     69.31      ON   OFF
2025-12-05 13:02:17     28.28     68.43     OFF   OFF
2025-12-05 13:02:18     28.68     69.15     OFF   OFF
2025-12-05 13:02:19     28.44     69.77     OFF   OFF
2025-12-05 13:02:20     28.04     70.23     OFF    ON
2025-12-05 13:02:21     27.80     70.08      ON    ON
2025-12-05 13:02:22     27.80     69.05      ON   OFF
2025-12-05 13:02:23     28.27     68.89     OFF   OFF
2025-12-05 13:02:24     28.31     69.58     OFF   OFF
2025-12-05 13:02:25     27.96     70.25      ON    ON
2025-12-05 13:02:26     27.94     70.05      ON    ON
2025-12-05 13:02:27     28.52     68.88     OFF   OFF
2025-12-05 13:02:28     28.59     68.66     OFF   OFF
2025-12-05 13:02:29     28.06     69.39     OFF   OFF
2025-12-05 13:02:30     27.83     70.00      ON   OFF
2025-12-05 13:02:31     27.92     70.68      ON    ON
2025-12-05 13:02:32     28.26     70.50     OFF    ON
2025-12-05 13:02:33     28.33     69.60     OFF   OFF
2025-12-05 13:02:34     28.08     69.45     OFF   OFF
2025-12-05 13:02:35     27.87     70.18      ON    ON
2025-12-05 13:02:36     28.03     70.11     OFF    ON
2025-12-05 13:02:37     28.45     69.22     OFF   OFF
2025-12-05 13:02:38     28.22     68.93     OFF   OFF
2025-12-05 13:02:39     28.06     69.39     OFF   OFF
2025-12-05 13:02:40     27.82     69.89      ON   OFF
2025-12-05 13:02:41     27.70     70.35      ON    ON
